========================
PROJECT 3 — LOAD BALANCER LOG
========================
Servers (start): 10
Clock cycles: 10000
TASK TIME RANGE (required): [MIN=5, MAX=40] cycles

Scaling policy:
  Lower threshold = 50 * active_servers
  Upper threshold = 80 * active_servers
  Rest window after scaling (n): 25 cycles

Request arrival model:
  Arrival chance per cycle: 0.3
  Batch size per arrival: 1 to 2
  Initial fill rule: servers * 100

Firewall / IP blocker:
  Blocked ranges: 192.168.10., 10.10.
  Rejection action: discard + log
========================
[INFO] Starting queue size (required): 1000 (seeded from servers * 100)
[SCALE_UP] t=00001 SCALE_UP to 11 | queue=990 (above 80*servers)
[ARRIVAL] t=06273 ARRIVAL +1 | queue=210 | rejected_total=0
[ARRIVAL] t=06275 ARRIVAL +1 | queue=210 | rejected_total=0
[ARRIVAL] t=06276 ARRIVAL +1 | queue=211 | rejected_total=0
[ARRIVAL] t=06277 ARRIVAL +1 | queue=211 | rejected_total=0
[ARRIVAL] t=06292 ARRIVAL +2 | queue=202 | rejected_total=0
[ARRIVAL] t=06297 ARRIVAL +2 | queue=202 | rejected_total=0
[HEARTBEAT] t=06300 queue=201 servers=13 busy=13 completed=3588 rejected=0
[ARRIVAL] t=06301 ARRIVAL +2 | queue=203 | rejected_total=0
[ARRIVAL] t=06305 ARRIVAL +2 | queue=203 | rejected_total=0
[ARRIVAL] t=06308 ARRIVAL +2 | queue=205 | rejected_total=0
[ARRIVAL] t=06310 ARRIVAL +1 | queue=205 | rejected_total=0
[ARRIVAL] t=06313 ARRIVAL +2 | queue=205 | rejected_total=0
[ARRIVAL] t=06328 ARRIVAL +2 | queue=197 | rejected_total=0
[ARRIVAL] t=06329 ARRIVAL +2 | queue=199 | rejected_total=0
[ARRIVAL] t=06332 ARRIVAL +1 | queue=198 | rejected_total=0
[ARRIVAL] t=06338 ARRIVAL +2 | queue=197 | rejected_total=0
[ARRIVAL] t=06344 ARRIVAL +2 | queue=194 | rejected_total=0
[ARRIVAL] t=06348 ARRIVAL +1 | queue=194 | rejected_total=0
[ARRIVAL] t=06349 ARRIVAL +1 | queue=194 | rejected_total=0
[ARRIVAL] t=06357 ARRIVAL +2 | queue=190 | rejected_total=0
[ARRIVAL] t=06363 ARRIVAL +1 | queue=187 | rejected_total=0
[ARRIVAL] t=06366 ARRIVAL +1 | queue=186 | rejected_total=0
[ARRIVAL] t=06371 ARRIVAL +2 | queue=183 | rejected_total=0
[ARRIVAL] t=06372 ARRIVAL +2 | queue=183 | rejected_total=0
[ARRIVAL] t=06375 ARRIVAL +1 | queue=183 | rejected_total=0
[ARRIVAL] t=06380 ARRIVAL +2 | queue=181 | rejected_total=0
[ARRIVAL] t=06383 ARRIVAL +1 | queue=181 | rejected_total=0
[ARRIVAL] t=06384 ARRIVAL +1 | queue=182 | rejected_total=0
[ARRIVAL] t=06385 ARRIVAL +2 | queue=184 | rejected_total=0
[ARRIVAL] t=06392 ARRIVAL +1 | queue=183 | rejected_total=0
[ARRIVAL] t=06396 ARRIVAL +1 | queue=180 | rejected_total=0
[ARRIVAL] t=06399 ARRIVAL +2 | queue=180 | rejected_total=0
[HEARTBEAT] t=06400 queue=180 servers=13 busy=13 completed=3648 rejected=0
[ARRIVAL] t=06405 ARRIVAL +1 | queue=179 | rejected_total=0
[ARRIVAL] t=06406 ARRIVAL +1 | queue=179 | rejected_total=0
[ARRIVAL] t=06414 ARRIVAL +2 | queue=178 | rejected_total=0
[ARRIVAL] t=06427 ARRIVAL +1 | queue=169 | rejected_total=0
[ARRIVAL] t=06429 ARRIVAL +1 | queue=169 | rejected_total=0
[ARRIVAL] t=06430 ARRIVAL +2 | queue=170 | rejected_total=0
[ARRIVAL] t=06433 ARRIVAL +1 | queue=170 | rejected_total=0
[ARRIVAL] t=06435 ARRIVAL +1 | queue=169 | rejected_total=0
[ARRIVAL] t=06437 ARRIVAL +2 | queue=170 | rejected_total=0
[ARRIVAL] t=06438 ARRIVAL +1 | queue=170 | rejected_total=0
[ARRIVAL] t=06441 ARRIVAL +1 | queue=170 | rejected_total=0
[ARRIVAL] t=06446 ARRIVAL +2 | queue=172 | rejected_total=0
[ARRIVAL] t=06447 ARRIVAL +1 | queue=172 | rejected_total=0
[ARRIVAL] t=06457 ARRIVAL +1 | queue=163 | rejected_total=0
[ARRIVAL] t=06463 ARRIVAL +1 | queue=164 | rejected_total=0
[ARRIVAL] t=06466 ARRIVAL +1 | queue=164 | rejected_total=0
[ARRIVAL] t=06468 ARRIVAL +2 | queue=166 | rejected_total=0
[ARRIVAL] t=06470 ARRIVAL +2 | queue=166 | rejected_total=0
[ARRIVAL] t=06473 ARRIVAL +2 | queue=164 | rejected_total=0
[ARRIVAL] t=06474 ARRIVAL +1 | queue=165 | rejected_total=0
[ARRIVAL] t=06475 ARRIVAL +2 | queue=166 | rejected_total=0
[ARRIVAL] t=06477 ARRIVAL +1 | queue=167 | rejected_total=0
[ARRIVAL] t=06478 ARRIVAL +1 | queue=168 | rejected_total=0
[ARRIVAL] t=06484 ARRIVAL +2 | queue=169 | rejected_total=0
[ARRIVAL] t=06486 ARRIVAL +2 | queue=170 | rejected_total=0
[ARRIVAL] t=06487 ARRIVAL +1 | queue=171 | rejected_total=0
[ARRIVAL] t=06489 ARRIVAL +2 | queue=170 | rejected_total=0
[ARRIVAL] t=06494 ARRIVAL +2 | queue=170 | rejected_total=0
[ARRIVAL] t=06499 ARRIVAL +2 | queue=170 | rejected_total=0
[HEARTBEAT] t=06500 queue=170 servers=13 busy=13 completed=3700 rejected=0
[ARRIVAL] t=06510 ARRIVAL +2 | queue=166 | rejected_total=0
[ARRIVAL] t=06511 ARRIVAL +1 | queue=166 | rejected_total=0
[ARRIVAL] t=06514 ARRIVAL +2 | queue=165 | rejected_total=0
[ARRIVAL] t=06516 ARRIVAL +2 | queue=166 | rejected_total=0
[ARRIVAL] t=06530 ARRIVAL +1 | queue=160 | rejected_total=0
[ARRIVAL] t=06532 ARRIVAL +2 | queue=160 | rejected_total=0
[ARRIVAL] t=06533 ARRIVAL +2 | queue=160 | rejected_total=0
[ARRIVAL] t=06534 ARRIVAL +1 | queue=161 | rejected_total=0
[ARRIVAL] t=06535 ARRIVAL +1 | queue=160 | rejected_total=0
[ARRIVAL] t=06540 ARRIVAL +1 | queue=159 | rejected_total=0
[ARRIVAL] t=06545 ARRIVAL +1 | queue=158 | rejected_total=0
[ARRIVAL] t=06550 ARRIVAL +2 | queue=154 | rejected_total=0
[ARRIVAL] t=06552 ARRIVAL +2 | queue=155 | rejected_total=0
[ARRIVAL] t=06554 ARRIVAL +2 | queue=157 | rejected_total=0
[ARRIVAL] t=06555 ARRIVAL +1 | queue=158 | rejected_total=0
[ARRIVAL] t=06563 ARRIVAL +2 | queue=156 | rejected_total=0
[ARRIVAL] t=06565 ARRIVAL +1 | queue=156 | rejected_total=0
[ARRIVAL] t=06566 ARRIVAL +2 | queue=158 | rejected_total=0
[ARRIVAL] t=06567 ARRIVAL +2 | queue=158 | rejected_total=0
[ARRIVAL] t=06572 ARRIVAL +2 | queue=156 | rejected_total=0
[ARRIVAL] t=06575 ARRIVAL +1 | queue=156 | rejected_total=0
[ARRIVAL] t=06583 ARRIVAL +2 | queue=155 | rejected_total=0
[ARRIVAL] t=06588 ARRIVAL +2 | queue=153 | rejected_total=0
[ARRIVAL] t=06589 ARRIVAL +2 | queue=154 | rejected_total=0
[ARRIVAL] t=06593 ARRIVAL +2 | queue=154 | rejected_total=0
[ARRIVAL] t=06598 ARRIVAL +2 | queue=156 | rejected_total=0
[HEARTBEAT] t=06600 queue=153 servers=13 busy=13 completed=3760 rejected=0
[ARRIVAL] t=06606 ARRIVAL +1 | queue=151 | rejected_total=0
[ARRIVAL] t=06608 ARRIVAL +2 | queue=152 | rejected_total=0
[ARRIVAL] t=06611 ARRIVAL +1 | queue=150 | rejected_total=0
[ARRIVAL] t=06612 ARRIVAL +1 | queue=151 | rejected_total=0
[ARRIVAL] t=06623 ARRIVAL +1 | queue=148 | rejected_total=0
[ARRIVAL] t=06624 ARRIVAL +2 | queue=149 | rejected_total=0
[ARRIVAL] t=06625 ARRIVAL +2 | queue=151 | rejected_total=0
[ARRIVAL] t=06626 ARRIVAL +2 | queue=152 | rejected_total=0
[ARRIVAL] t=06627 ARRIVAL +1 | queue=152 | rejected_total=0
[ARRIVAL] t=06633 ARRIVAL +2 | queue=152 | rejected_total=0
[ARRIVAL] t=06635 ARRIVAL +2 | queue=152 | rejected_total=0
[ARRIVAL] t=06639 ARRIVAL +1 | queue=150 | rejected_total=0
[ARRIVAL] t=06643 ARRIVAL +2 | queue=149 | rejected_total=0
[ARRIVAL] t=06646 ARRIVAL +1 | queue=147 | rejected_total=0
[ARRIVAL] t=06647 ARRIVAL +1 | queue=148 | rejected_total=0
[ARRIVAL] t=06648 ARRIVAL +1 | queue=148 | rejected_total=0
[ARRIVAL] t=06653 ARRIVAL +1 | queue=148 | rejected_total=0
[ARRIVAL] t=06656 ARRIVAL +1 | queue=147 | rejected_total=0
[ARRIVAL] t=06657 ARRIVAL +2 | queue=149 | rejected_total=0
[ARRIVAL] t=06661 ARRIVAL +2 | queue=149 | rejected_total=0
[ARRIVAL] t=06672 ARRIVAL +1 | queue=144 | rejected_total=0
[ARRIVAL] t=06676 ARRIVAL +1 | queue=143 | rejected_total=0
[ARRIVAL] t=06680 ARRIVAL +1 | queue=140 | rejected_total=0
[ARRIVAL] t=06683 ARRIVAL +1 | queue=139 | rejected_total=0
[ARRIVAL] t=06688 ARRIVAL +1 | queue=137 | rejected_total=0
[ARRIVAL] t=06692 ARRIVAL +1 | queue=137 | rejected_total=0
[ARRIVAL] t=06698 ARRIVAL +2 | queue=134 | rejected_total=0
[ARRIVAL] t=06699 ARRIVAL +1 | queue=133 | rejected_total=0
[COMPLETE] t=06700 COMPLETE server=9 | completed=3819
[ASSIGN] t=06700 ASSIGN server=9 job=S time=11 | queue=132
[HEARTBEAT] t=06700 queue=132 servers=13 busy=13 completed=3819 rejected=0
[ARRIVAL] t=06704 ARRIVAL +2 | queue=133 | rejected_total=0
[ARRIVAL] t=06705 ARRIVAL +1 | queue=133 | rejected_total=0
[ARRIVAL] t=06707 ARRIVAL +1 | queue=132 | rejected_total=0
[ARRIVAL] t=06712 ARRIVAL +2 | queue=131 | rejected_total=0
[ARRIVAL] t=06723 ARRIVAL +1 | queue=127 | rejected_total=0
[ARRIVAL] t=06728 ARRIVAL +2 | queue=126 | rejected_total=0
[ARRIVAL] t=06734 ARRIVAL +2 | queue=122 | rejected_total=0
[ARRIVAL] t=06736 ARRIVAL +1 | queue=121 | rejected_total=0
[ARRIVAL] t=06738 ARRIVAL +2 | queue=122 | rejected_total=0
[ARRIVAL] t=06740 ARRIVAL +2 | queue=122 | rejected_total=0
[ARRIVAL] t=06742 ARRIVAL +1 | queue=123 | rejected_total=0
[ARRIVAL] t=06743 ARRIVAL +2 | queue=125 | rejected_total=0
[ARRIVAL] t=06749 ARRIVAL +1 | queue=124 | rejected_total=0
[ARRIVAL] t=06751 ARRIVAL +2 | queue=126 | rejected_total=0
[ARRIVAL] t=06755 ARRIVAL +1 | queue=126 | rejected_total=0
[ARRIVAL] t=06756 ARRIVAL +2 | queue=127 | rejected_total=0
[ARRIVAL] t=06759 ARRIVAL +2 | queue=126 | rejected_total=0
[ARRIVAL] t=06760 ARRIVAL +2 | queue=127 | rejected_total=0
[ARRIVAL] t=06762 ARRIVAL +2 | queue=127 | rejected_total=0
[ARRIVAL] t=06764 ARRIVAL +2 | queue=127 | rejected_total=0
[ARRIVAL] t=06765 ARRIVAL +1 | queue=128 | rejected_total=0
[ARRIVAL] t=06770 ARRIVAL +2 | queue=125 | rejected_total=0
[ARRIVAL] t=06771 ARRIVAL +2 | queue=126 | rejected_total=0
[ARRIVAL] t=06775 ARRIVAL +2 | queue=127 | rejected_total=0
[ARRIVAL] t=06780 ARRIVAL +1 | queue=124 | rejected_total=0
[ARRIVAL] t=06782 ARRIVAL +1 | queue=124 | rejected_total=0
[ARRIVAL] t=06785 ARRIVAL +1 | queue=122 | rejected_total=0
[ARRIVAL] t=06787 ARRIVAL +1 | queue=120 | rejected_total=0
[ARRIVAL] t=06792 ARRIVAL +2 | queue=119 | rejected_total=0
[ARRIVAL] t=06797 ARRIVAL +2 | queue=118 | rejected_total=0
[ARRIVAL] t=06800 ARRIVAL +1 | queue=117 | rejected_total=0
[HEARTBEAT] t=06800 queue=117 servers=13 busy=13 completed=3883 rejected=0
[ARRIVAL] t=06805 ARRIVAL +1 | queue=116 | rejected_total=0
[ARRIVAL] t=06811 ARRIVAL +2 | queue=116 | rejected_total=0
[ARRIVAL] t=06815 ARRIVAL +2 | queue=114 | rejected_total=0
[ARRIVAL] t=06816 ARRIVAL +1 | queue=115 | rejected_total=0
[ARRIVAL] t=06818 ARRIVAL +1 | queue=116 | rejected_total=0
[ARRIVAL] t=06824 ARRIVAL +1 | queue=114 | rejected_total=0
[ARRIVAL] t=06830 ARRIVAL +2 | queue=111 | rejected_total=0
[ARRIVAL] t=06834 ARRIVAL +1 | queue=111 | rejected_total=0
[ARRIVAL] t=06835 ARRIVAL +1 | queue=111 | rejected_total=0
[ARRIVAL] t=06840 ARRIVAL +2 | queue=109 | rejected_total=0
[ARRIVAL] t=06849 ARRIVAL +2 | queue=106 | rejected_total=0
[ARRIVAL] t=06859 ARRIVAL +2 | queue=104 | rejected_total=0
[ARRIVAL] t=06860 ARRIVAL +1 | queue=105 | rejected_total=0
[ARRIVAL] t=06861 ARRIVAL +1 | queue=106 | rejected_total=0
[ARRIVAL] t=06862 ARRIVAL +2 | queue=108 | rejected_total=0
[ARRIVAL] t=06863 ARRIVAL +1 | queue=109 | rejected_total=0
[ARRIVAL] t=06870 ARRIVAL +2 | queue=103 | rejected_total=0
[ARRIVAL] t=06873 ARRIVAL +2 | queue=102 | rejected_total=0
[ARRIVAL] t=06874 ARRIVAL +2 | queue=104 | rejected_total=0
[ARRIVAL] t=06877 ARRIVAL +2 | queue=103 | rejected_total=0
[ARRIVAL] t=06879 ARRIVAL +2 | queue=105 | rejected_total=0
[ARRIVAL] t=06880 ARRIVAL +2 | queue=107 | rejected_total=0
[ARRIVAL] t=06890 ARRIVAL +2 | queue=103 | rejected_total=0
[ARRIVAL] t=06899 ARRIVAL +2 | queue=99 | rejected_total=0
[HEARTBEAT] t=06900 queue=99 servers=13 busy=13 completed=3940 rejected=0
[ARRIVAL] t=06907 ARRIVAL +1 | queue=98 | rejected_total=0
[ARRIVAL] t=06911 ARRIVAL +1 | queue=95 | rejected_total=0
[ARRIVAL] t=06912 ARRIVAL +2 | queue=97 | rejected_total=0
[ARRIVAL] t=06918 ARRIVAL +1 | queue=97 | rejected_total=0
[ARRIVAL] t=06926 ARRIVAL +2 | queue=95 | rejected_total=0
[ARRIVAL] t=06929 ARRIVAL +1 | queue=96 | rejected_total=0
[ARRIVAL] t=06930 ARRIVAL +2 | queue=97 | rejected_total=0
[ARRIVAL] t=06932 ARRIVAL +2 | queue=98 | rejected_total=0
[ARRIVAL] t=06937 ARRIVAL +1 | queue=94 | rejected_total=0
[ARRIVAL] t=06939 ARRIVAL +1 | queue=93 | rejected_total=0
[ARRIVAL] t=06940 ARRIVAL +1 | queue=93 | rejected_total=0
[ARRIVAL] t=06943 ARRIVAL +2 | queue=93 | rejected_total=0
[ARRIVAL] t=06944 ARRIVAL +2 | queue=95 | rejected_total=0
[ARRIVAL] t=06946 ARRIVAL +1 | queue=95 | rejected_total=0
[ARRIVAL] t=06947 ARRIVAL +1 | queue=96 | rejected_total=0
[ARRIVAL] t=06952 ARRIVAL +2 | queue=93 | rejected_total=0
[ARRIVAL] t=06953 ARRIVAL +2 | queue=94 | rejected_total=0
[ARRIVAL] t=06955 ARRIVAL +2 | queue=95 | rejected_total=0
[ARRIVAL] t=06956 ARRIVAL +1 | queue=94 | rejected_total=0
[ARRIVAL] t=06960 ARRIVAL +1 | queue=93 | rejected_total=0
[ARRIVAL] t=06964 ARRIVAL +1 | queue=90 | rejected_total=0
[ARRIVAL] t=06971 ARRIVAL +2 | queue=88 | rejected_total=0
[ARRIVAL] t=06972 ARRIVAL +2 | queue=89 | rejected_total=0
[ARRIVAL] t=06973 ARRIVAL +2 | queue=91 | rejected_total=0
[ARRIVAL] t=06977 ARRIVAL +2 | queue=91 | rejected_total=0
[ARRIVAL] t=06978 ARRIVAL +1 | queue=90 | rejected_total=0
[ARRIVAL] t=06984 ARRIVAL +1 | queue=88 | rejected_total=0
[ARRIVAL] t=06985 ARRIVAL +2 | queue=88 | rejected_total=0
[ARRIVAL] t=06991 ARRIVAL +1 | queue=85 | rejected_total=0
[COMPLETE] t=07000 COMPLETE server=10 | completed=4001
[ASSIGN] t=07000 ASSIGN server=10 job=S time=24 | queue=81
[HEARTBEAT] t=07000 queue=81 servers=13 busy=13 completed=4001 rejected=0
[ARRIVAL] t=07002 ARRIVAL +2 | queue=82 | rejected_total=0
[ARRIVAL] t=07006 ARRIVAL +2 | queue=81 | rejected_total=0
[ARRIVAL] t=07008 ARRIVAL +2 | queue=82 | rejected_total=0
[ARRIVAL] t=07011 ARRIVAL +2 | queue=83 | rejected_total=0
[ARRIVAL] t=07015 ARRIVAL +2 | queue=83 | rejected_total=0
[ARRIVAL] t=07017 ARRIVAL +2 | queue=84 | rejected_total=0
[ARRIVAL] t=07019 ARRIVAL +1 | queue=85 | rejected_total=0
[ARRIVAL] t=07021 ARRIVAL +2 | queue=86 | rejected_total=0
[ARRIVAL] t=07022 ARRIVAL +2 | queue=88 | rejected_total=0
[ARRIVAL] t=07026 ARRIVAL +1 | queue=85 | rejected_total=0
[ARRIVAL] t=07029 ARRIVAL +1 | queue=85 | rejected_total=0
[ARRIVAL] t=07030 ARRIVAL +2 | queue=87 | rejected_total=0
[ARRIVAL] t=07034 ARRIVAL +1 | queue=87 | rejected_total=0
[ARRIVAL] t=07037 ARRIVAL +2 | queue=89 | rejected_total=0
[ARRIVAL] t=07042 ARRIVAL +1 | queue=83 | rejected_total=0
[ARRIVAL] t=07044 ARRIVAL +1 | queue=83 | rejected_total=0
[ARRIVAL] t=07049 ARRIVAL +2 | queue=84 | rejected_total=0
[ARRIVAL] t=07054 ARRIVAL +2 | queue=80 | rejected_total=0
[ARRIVAL] t=07057 ARRIVAL +1 | queue=79 | rejected_total=0
[ARRIVAL] t=07058 ARRIVAL +2 | queue=81 | rejected_total=0
[ARRIVAL] t=07060 ARRIVAL +1 | queue=80 | rejected_total=0
[ARRIVAL] t=07065 ARRIVAL +2 | queue=79 | rejected_total=0
[ARRIVAL] t=07067 ARRIVAL +2 | queue=81 | rejected_total=0
[ARRIVAL] t=07068 ARRIVAL +2 | queue=83 | rejected_total=0
[ARRIVAL] t=07071 ARRIVAL +1 | queue=83 | rejected_total=0
[ARRIVAL] t=07075 ARRIVAL +1 | queue=83 | rejected_total=0
[ARRIVAL] t=07081 ARRIVAL +1 | queue=82 | rejected_total=0
[ARRIVAL] t=07086 ARRIVAL +1 | queue=80 | rejected_total=0
[ARRIVAL] t=07087 ARRIVAL +2 | queue=81 | rejected_total=0
[ARRIVAL] t=07088 ARRIVAL +1 | queue=81 | rejected_total=0
[ARRIVAL] t=07091 ARRIVAL +1 | queue=78 | rejected_total=0
[ARRIVAL] t=07092 ARRIVAL +2 | queue=79 | rejected_total=0
[ARRIVAL] t=07099 ARRIVAL +1 | queue=78 | rejected_total=0
[COMPLETE] t=07100 COMPLETE server=5 | completed=4056
[COMPLETE] t=07100 COMPLETE server=8 | completed=4057
[ASSIGN] t=07100 ASSIGN server=5 job=P time=8 | queue=77
[ASSIGN] t=07100 ASSIGN server=8 job=P time=38 | queue=76
[HEARTBEAT] t=07100 queue=76 servers=13 busy=13 completed=4057 rejected=0
[ARRIVAL] t=07101 ARRIVAL +2 | queue=78 | rejected_total=0
[ARRIVAL] t=07104 ARRIVAL +1 | queue=77 | rejected_total=0
[ARRIVAL] t=07106 ARRIVAL +1 | queue=75 | rejected_total=0
[ARRIVAL] t=07107 ARRIVAL +2 | queue=76 | rejected_total=0
[ARRIVAL] t=07109 ARRIVAL +1 | queue=76 | rejected_total=0
[ARRIVAL] t=07111 ARRIVAL +2 | queue=77 | rejected_total=0
[ARRIVAL] t=07113 ARRIVAL +1 | queue=77 | rejected_total=0
[ARRIVAL] t=07114 ARRIVAL +2 | queue=79 | rejected_total=0
[ARRIVAL] t=07116 ARRIVAL +1 | queue=79 | rejected_total=0
[ARRIVAL] t=07117 ARRIVAL +1 | queue=80 | rejected_total=0
[ARRIVAL] t=07118 ARRIVAL +1 | queue=80 | rejected_total=0
[ARRIVAL] t=07120 ARRIVAL +2 | queue=81 | rejected_total=0
[ARRIVAL] t=07121 ARRIVAL +2 | queue=83 | rejected_total=0
[ARRIVAL] t=07124 ARRIVAL +1 | queue=83 | rejected_total=0
[ARRIVAL] t=07133 ARRIVAL +1 | queue=80 | rejected_total=0
[ARRIVAL] t=07134 ARRIVAL +1 | queue=79 | rejected_total=0
[ARRIVAL] t=07136 ARRIVAL +1 | queue=78 | rejected_total=0
[ARRIVAL] t=07137 ARRIVAL +1 | queue=78 | rejected_total=0
[ARRIVAL] t=07141 ARRIVAL +2 | queue=78 | rejected_total=0
[ARRIVAL] t=07143 ARRIVAL +2 | queue=78 | rejected_total=0
[ARRIVAL] t=07147 ARRIVAL +2 | queue=77 | rejected_total=0
[ARRIVAL] t=07149 ARRIVAL +2 | queue=78 | rejected_total=0
[ARRIVAL] t=07164 ARRIVAL +1 | queue=69 | rejected_total=0
[ARRIVAL] t=07165 ARRIVAL +1 | queue=70 | rejected_total=0
[ARRIVAL] t=07172 ARRIVAL +2 | queue=69 | rejected_total=0
[ARRIVAL] t=07174 ARRIVAL +1 | queue=68 | rejected_total=0
[ARRIVAL] t=07176 ARRIVAL +1 | queue=67 | rejected_total=0
[ARRIVAL] t=07185 ARRIVAL +2 | queue=67 | rejected_total=0
[ARRIVAL] t=07187 ARRIVAL +2 | queue=69 | rejected_total=0
[ARRIVAL] t=07191 ARRIVAL +2 | queue=66 | rejected_total=0
[ARRIVAL] t=07193 ARRIVAL +1 | queue=66 | rejected_total=0
[ARRIVAL] t=07195 ARRIVAL +1 | queue=67 | rejected_total=0
[HEARTBEAT] t=07200 queue=62 servers=13 busy=13 completed=4117 rejected=0
[ARRIVAL] t=07201 ARRIVAL +1 | queue=62 | rejected_total=0
[ARRIVAL] t=07204 ARRIVAL +2 | queue=61 | rejected_total=0
[ARRIVAL] t=07206 ARRIVAL +1 | queue=62 | rejected_total=0
[ARRIVAL] t=07207 ARRIVAL +1 | queue=63 | rejected_total=0
[ARRIVAL] t=07208 ARRIVAL +1 | queue=63 | rejected_total=0
[ARRIVAL] t=07210 ARRIVAL +2 | queue=64 | rejected_total=0
[ARRIVAL] t=07212 ARRIVAL +1 | queue=64 | rejected_total=0
[ARRIVAL] t=07217 ARRIVAL +2 | queue=61 | rejected_total=0
[ARRIVAL] t=07222 ARRIVAL +1 | queue=60 | rejected_total=0
[ARRIVAL] t=07236 ARRIVAL +2 | queue=54 | rejected_total=0
[ARRIVAL] t=07241 ARRIVAL +1 | queue=53 | rejected_total=0
[ARRIVAL] t=07246 ARRIVAL +1 | queue=51 | rejected_total=0
[ARRIVAL] t=07249 ARRIVAL +1 | queue=51 | rejected_total=0
[ARRIVAL] t=07250 ARRIVAL +2 | queue=52 | rejected_total=0
[ARRIVAL] t=07251 ARRIVAL +2 | queue=53 | rejected_total=0
[ARRIVAL] t=07253 ARRIVAL +1 | queue=52 | rejected_total=0
[ARRIVAL] t=07255 ARRIVAL +1 | queue=53 | rejected_total=0
[ARRIVAL] t=07267 ARRIVAL +1 | queue=48 | rejected_total=0
[ARRIVAL] t=07268 ARRIVAL +1 | queue=49 | rejected_total=0
[ARRIVAL] t=07270 ARRIVAL +2 | queue=49 | rejected_total=0
[ARRIVAL] t=07272 ARRIVAL +1 | queue=50 | rejected_total=0
[ARRIVAL] t=07273 ARRIVAL +1 | queue=50 | rejected_total=0
[ARRIVAL] t=07274 ARRIVAL +1 | queue=49 | rejected_total=0
[ARRIVAL] t=07279 ARRIVAL +2 | queue=45 | rejected_total=0
[ARRIVAL] t=07282 ARRIVAL +2 | queue=45 | rejected_total=0
[ARRIVAL] t=07283 ARRIVAL +2 | queue=47 | rejected_total=0
[ARRIVAL] t=07284 ARRIVAL +2 | queue=48 | rejected_total=0
[ARRIVAL] t=07286 ARRIVAL +2 | queue=49 | rejected_total=0
[ARRIVAL] t=07297 ARRIVAL +1 | queue=45 | rejected_total=0
[ARRIVAL] t=07299 ARRIVAL +1 | queue=45 | rejected_total=0
[HEARTBEAT] t=07300 queue=45 servers=13 busy=13 completed=4176 rejected=0
[ARRIVAL] t=07301 ARRIVAL +1 | queue=45 | rejected_total=0
[ARRIVAL] t=07307 ARRIVAL +2 | queue=44 | rejected_total=0
[ARRIVAL] t=07309 ARRIVAL +1 | queue=43 | rejected_total=0
[ARRIVAL] t=07310 ARRIVAL +1 | queue=44 | rejected_total=0
[ARRIVAL] t=07313 ARRIVAL +1 | queue=43 | rejected_total=0
[ARRIVAL] t=07314 ARRIVAL +1 | queue=43 | rejected_total=0
[ARRIVAL] t=07315 ARRIVAL +1 | queue=44 | rejected_total=0
[ARRIVAL] t=07316 ARRIVAL +2 | queue=45 | rejected_total=0
[ARRIVAL] t=07317 ARRIVAL +2 | queue=45 | rejected_total=0
[ARRIVAL] t=07318 ARRIVAL +1 | queue=46 | rejected_total=0
[ARRIVAL] t=07320 ARRIVAL +2 | queue=47 | rejected_total=0
[ARRIVAL] t=07323 ARRIVAL +1 | queue=48 | rejected_total=0
[ARRIVAL] t=07324 ARRIVAL +2 | queue=49 | rejected_total=0
[ARRIVAL] t=07326 ARRIVAL +2 | queue=50 | rejected_total=0
[ARRIVAL] t=07329 ARRIVAL +1 | queue=50 | rejected_total=0
[ARRIVAL] t=07331 ARRIVAL +2 | queue=51 | rejected_total=0
[ARRIVAL] t=07333 ARRIVAL +1 | queue=51 | rejected_total=0
[ARRIVAL] t=07335 ARRIVAL +1 | queue=52 | rejected_total=0
[ARRIVAL] t=07338 ARRIVAL +1 | queue=48 | rejected_total=0
[ARRIVAL] t=07340 ARRIVAL +1 | queue=48 | rejected_total=0
[ARRIVAL] t=07341 ARRIVAL +1 | queue=49 | rejected_total=0
[ARRIVAL] t=07343 ARRIVAL +1 | queue=47 | rejected_total=0
[ARRIVAL] t=07350 ARRIVAL +1 | queue=44 | rejected_total=0
[ARRIVAL] t=07354 ARRIVAL +1 | queue=40 | rejected_total=0
[ARRIVAL] t=07359 ARRIVAL +2 | queue=40 | rejected_total=0
[ARRIVAL] t=07360 ARRIVAL +2 | queue=42 | rejected_total=0
[ARRIVAL] t=07364 ARRIVAL +1 | queue=41 | rejected_total=0
[ARRIVAL] t=07368 ARRIVAL +2 | queue=42 | rejected_total=0
[ARRIVAL] t=07369 ARRIVAL +2 | queue=43 | rejected_total=0
[ARRIVAL] t=07371 ARRIVAL +1 | queue=41 | rejected_total=0
[ARRIVAL] t=07376 ARRIVAL +1 | queue=42 | rejected_total=0
[ARRIVAL] t=07377 ARRIVAL +2 | queue=44 | rejected_total=0
[ARRIVAL] t=07378 ARRIVAL +2 | queue=43 | rejected_total=0
[ARRIVAL] t=07384 ARRIVAL +2 | queue=40 | rejected_total=0
[ARRIVAL] t=07386 ARRIVAL +1 | queue=39 | rejected_total=0
[ARRIVAL] t=07387 ARRIVAL +2 | queue=41 | rejected_total=0
[ARRIVAL] t=07388 ARRIVAL +2 | queue=43 | rejected_total=0
[ARRIVAL] t=07396 ARRIVAL +1 | queue=37 | rejected_total=0
[ARRIVAL] t=07398 ARRIVAL +2 | queue=39 | rejected_total=0
